gene,entrez,rho,p,chr,start,end,cytoband,on_19p13_3,dist_to_LONP1_Mb,rank
C2ORF76,130355,-0.003101304153292128,0.9577718392733421,2,119299439.0,119367188.0,2q14.2,False,,7618
SPECC1,92521,-0.0031178318495790336,0.9575470047123673,17,20008865.0,20319026.0,17p11.2,False,,7619
PLPP5,84513,-0.0031546650013045685,0.9570459569470569,8,38263095.0,38269519.0,8p11.23,False,,7620
GGA2,23062,-0.003161748299713274,0.9569496035375559,16,23462213.0,23521995.0,16p12.2,False,,7621
CHD4,1108,-0.0031641093991827685,0.9569174858730669,12,6570081.0,6614982.0,12p13.31,False,,7622
LCP1,3936,-0.003203303650377798,0.9563843428495173,13,46125920.0,46211871.0,13q14.13,False,,7623
TPSG1,25823,-0.003220893841426209,0.9561450771267539,16,1221651.0,1225793.0,16p13.3,False,,7624
PTCHD3P1,387647,-0.0032368312628459073,0.9559282961409712,10,29421476.0,29422012.0,10p11.23,False,,7625
SLCO1B3,28234,-0.0032434423413607583,0.955838373127446,12,20806645.0,20918230.0,12p12.2,False,,7626
SERPINA11,256394,-0.003250407584795889,0.9557436334139546,14,94440599.0,94452828.0,14q32.13,False,,7627
TMC4,147798,-0.0033103795113231804,0.9549279343009035,19,54160095.0,54173250.0,19q13.42,False,48.46825,7628
ARHGAP27P1,146880,-0.0033147475453418895,0.9548685249695473,,,,,False,,7629
ANGPTL4,51129,-0.003325608602902097,0.9547208055519127,19,8363223.0,8374371.0,19p13.2,False,2.671378,7630
GPER1,2852,-0.0033330460662313044,0.954619650756217,7,1082208.0,1094516.0,7p22.3,False,,7631
HSF4,3299,-0.00336433063420305,0.9541941663429606,16,67164681.0,67169945.0,16q22.1,False,,7632
HTRA1,5654,-0.003376608351445043,0.9540271873224644,10,122458551.0,122516001.0,10q26.13,False,,7633
MIR600HG,81571,-0.0033978582466711593,0.9537381899197626,9,123109494.0,123115477.0,9q33.3,False,,7634
DIPK2B,79742,-0.0033988026864588683,0.9537253457312427,X,45148373.0,45200965.0,Xp11.3,False,,7635
PROK1,84432,-0.003425010890571345,0.9533689242723917,1,110451058.0,110457358.0,1p13.3,False,,7636
HCG4B,80868,-0.0034323302989269777,0.9532693847987963,6,29925983.0,29926973.0,6p22.1,False,,7637
CD37,951,-0.0034361080580782577,0.9532180098702291,19,49335171.0,49343335.0,19q13.33,False,43.643326,7638
SLAMF8,56833,-0.003463969031819447,0.9528391257586507,1,159826682.0,159837492.0,1q23.2,False,,7639
FFAR2,2867,-0.003472468989909938,0.9527235361030242,19,35443907.0,35451767.0,19q13.12,False,29.752062,7640
PLEKHH1,57475,-0.003514024340574462,0.9521584454071501,14,67533063.0,67589725.0,14q24.1,False,,7641
KCNN3,3782,-0.003539524214845935,0.9518116970373331,1,154697455.0,154870340.0,1q21.3,False,,7642
BTBD9,114781,-0.003542357534209284,0.9517731699994891,6,38168451.0,38640172.0,6p21.2,False,,7643
PWARSN,347746,-0.0035481422279097785,0.9516945109795404,,,,,False,,7644
SLC1A1,6505,-0.003555579691238986,0.9515933786417899,9,4490207.0,4587469.0,9p24.2,False,,7645
EDN3,1908,-0.0037053914525837506,0.949556451754905,20,59300213.0,59325992.0,20q13.32,False,,7646
PLCB2,5330,-0.0037425787692297874,0.9490508818897171,15,40278176.0,40307965.0,15q15.1,False,,7647
GOLGA7B,401647,-0.003753439826789773,0.9489032272308138,10,97821898.0,97871580.0,10q24.2,False,,7648
LRCH4,4034,-0.0037665439288459,0.9487250809985508,7,100574011.0,100586236.0,7q22.1,False,,7649
ZFP62,643836,-0.003805856235014504,0.9481906576374449,5,180843577.0,180861285.0,5q35.3,False,,7650
AKR7A3,22977,-0.0038110506538475697,0.9481200448684105,1,19281056.0,19288823.0,1p36.13,False,,7651
CHAMP1,283489,-0.003839856067376246,0.9477284723399829,13,114314482.0,114337626.0,13q34,False,,7652
FOLR3,2352,-0.0038478838055728826,0.9476193478037966,11,72114869.0,72141085.0,11q13.4,False,,7653
HEMK2,29104,-0.003849300465254668,0.9476000906339804,21,28872191.0,28885384.0,21q21.3,False,,7654
SLC35D3,340146,-0.0038557934887959444,0.9475118289964669,6,136921923.0,136925660.0,6q23.3,False,,7655
ADH5,128,-0.003893689135282763,0.9469967148008696,4,99070978.0,99088822.0,4q23,False,,7656
NOS2,4843,-0.003926744527856796,0.9465474119988533,17,27755283.0,27800758.0,17q11.2,False,,7657
LRBA,987,-0.003982466475338953,0.94579005420519,4,150264430.0,151015755.0,4q31.3,False,,7658
TFCP2L1,29842,-0.0040035983155917165,0.9455028485987541,2,121216587.0,121285263.0,2q14.2,False,,7659
CCNI2,645121,-0.004003716370565069,0.9455012441181807,5,132747319.0,132765178.0,5q31.1,False,,7660
RHEB,6009,-0.004024021826003477,0.9452252766920863,7,151465976.0,151520120.0,7q36.1,False,,7661
GTF2IRD2P1,401375,-0.0040466883809113785,0.9449172277560927,7,73243271.0,73280119.0,7q11.23,False,,7662
ZNF721,170960,-0.004065104956774146,0.944666944027272,4,391179.0,499159.0,4p16.3,False,,7663
CABP4,57010,-0.004075729904387204,0.9445225520384305,11,67452406.0,67461752.0,11q13.2,False,,7664
OARD1,221443,-0.004145382338739845,0.9435760274581377,6,41033627.0,41097787.0,6p21.1,False,,7665
MRPL42,28977,-0.004167576673753892,0.9432744396025472,12,93442358.0,93516214.0,12q22,False,,7666
C11ORF87,399947,-0.004183750205120518,0.9430546705671227,11,109422134.0,109488874.0,11q22.3,False,,7667
CXADRP2,646243,-0.004190361283635369,0.942964839209111,15,21372793.0,21373881.0,15q11.2,False,,7668
LAIR1,3903,-0.004198270966858431,0.9428573633546292,19,54351384.0,54370558.0,19q13.42,False,48.659539,7669
YWHAH,7533,-0.004206298705055067,0.9427482844413071,22,31944465.0,31957603.0,22q12.3,False,,7670
DOCK11,139818,-0.004208187584630707,0.9427226189697907,X,118495612.0,118686976.0,Xq24,False,,7671
PPCS,79717,-0.004210076464206347,0.9426969535572516,1,42456117.0,42473417.0,1p34.2,False,,7672
SNX15,29907,-0.0042445485164621655,0.9422285702047374,11,65027404.0,65040578.0,11q13.1,False,,7673
IL10RA,3587,-0.004262965092324933,0.9419783461377633,11,117986370.0,118003037.0,11q23.3,False,,7674
NHERF1,9368,-0.004282326107975409,0.9417152962106682,17,74748607.0,74769360.0,17q25.1,False,,7675
CTTN,2017,-0.004306409322565097,0.9413880965946188,11,70397704.0,70436584.0,11q13.3,False,,7676
IQSEC1,9922,-0.004314909280655588,0.9412726167239882,3,12897043.0,13283281.0,3p25.2,False,,7677
MICU2,221154,-0.004315381500549442,0.9412662012115759,13,21492691.0,21604216.0,13q12.11,False,,7678
CRIPTO,6997,-0.004360242390471614,0.9406567448838384,3,46573633.0,46584684.0,3p21.31,False,,7679
PDE6A,5145,-0.004415492118059694,0.9399061988460565,5,149857953.0,149945287.0,5q32,False,,7680
TMSB4XP8,7117,-0.004447130850952163,0.9394764228452659,4,90838903.0,90839037.0,4q22.1,False,,7681
RARRES2,5919,-0.00447215850532956,0.9391364632015701,7,150338314.0,150342144.0,7q36.1,False,,7682
EMILIN1,11117,-0.00447782514405648,0.9390594927365086,2,27078044.0,27086408.0,2p23.3,False,,7683
ZNF830,91603,-0.004483609837756974,0.9389809193043801,17,34961540.0,34963777.0,17q12,False,,7684
PRR15L,79170,-0.004487269541934902,0.9389312098873487,17,47950851.0,47960483.0,17q21.32,False,,7685
PCOLCE2,26577,-0.004546060918727335,0.9381326847350668,3,142815922.0,142889211.0,3q23,False,,7686
GZF1,64412,-0.0045741580024154516,0.9377510820728855,20,23361987.0,23373084.0,20p11.21,False,,7687
ZNF44,51710,-0.0045902134788085025,0.9375330297889888,19,12224686.0,12294883.0,19p13.2,False,6.532841,7688
SLC16A11,162515,-0.004662935342471641,0.9365454398067142,17,7041605.0,7044092.0,17p13.1,False,,7689
ITGAL,3683,-0.004665296441941136,0.9365133768166284,16,30472658.0,30523567.0,16p11.2,False,,7690
ZNF30,90075,-0.004678518598970838,0.9363338259655648,19,34926887.0,34945172.0,19q13.11,False,29.235042,7691
ZNF492,57615,-0.0046830046879628995,0.9362729076583128,19,22634318.0,22667671.0,19p12,False,16.942473,7692
ITSN1,6453,-0.004692212975894394,0.936147865980045,21,33642400.0,33899861.0,21q22.11,False,,7693
GFOD1,54438,-0.004702247648640023,0.9360116043970962,6,13357830.0,13487662.0,6p24.1,False,,7694
LINC00304,283860,-0.004730580842275067,0.9356268758872249,16,89159146.0,89164245.0,16q24.3,False,,7695
ATF3,467,-0.004736129426028635,0.9355515349690066,1,212565334.0,212620777.0,1q32.3,False,,7696
FDX1,2230,-0.004738962745391984,0.9355130632320051,11,110429299.0,110464914.0,11q22.3,False,,7697
ARHGAP4,393,-0.0047393169103124855,0.9355082542755001,X,153907367.0,153934999.0,Xq28,False,,7698
FES,2242,-0.004748052978349904,0.9353896340882005,15,90883695.0,90896371.0,15q26.1,False,,7699
KLHL25,64410,-0.00475832376104246,0.9352501770444714,15,85759326.0,85794948.0,15q25.3,False,,7700
ARGFXP2,503640,-0.00476930287357602,0.9351011044593409,17,32150433.0,32151504.0,17q11.2,False,,7701
KLRD1,3824,-0.004773198687700875,0.9350482082795213,12,10226058.0,10329608.0,12p13.2,False,,7702
UNC119B,84747,-0.0047767403369052275,0.9350001210905627,12,120710426.0,120723640.0,12q24.31,False,,7703
FMO6P,388714,-0.004780400041083155,0.9349504312433086,1,171137740.0,171161568.0,1q24.3,False,,7704
TRIM14,9830,-0.00479314997821878,0.934777320197836,9,98035242.0,98119404.0,9q22.33,False,,7705
ZNF773,374928,-0.004818767907463828,0.9344295045101534,19,57499877.0,57519627.0,19q13.43,False,51.808032,7706
SLC44A2,57153,-0.004836240043538664,0.934192291732111,19,10602457.0,10644559.0,19p13.2,False,4.910612,7707
KRT83,3889,-0.004837774758193802,0.9341714557521548,12,52314301.0,52321398.0,12q13.13,False,,7708
IGSF9,57549,-0.004854184399507577,0.9339486738490509,1,159927039.0,159949468.0,1q23.2,False,,7709
MICALL2,79778,-0.004864573237173708,0.9338076347280159,7,1428465.0,1459539.0,7p22.3,False,,7710
SLC60A2,91749,-0.004926906263170494,0.9329614435640554,6,111259327.0,111445354.0,6q21,False,,7711
ZNF683,257101,-0.0049368228809427706,0.9328268291663221,1,26361634.0,26374522.0,1p36.11,False,,7712
PCDHB17P,54661,-0.004939183980412265,0.9327947784009645,5,141155996.0,141158388.0,5q31.3,False,,7713
NSMCE2,286053,-0.0049594894358506725,0.932519146297414,8,125091673.0,125368070.0,8q24.13,False,,7714
ZNF527,84503,-0.004959961655744527,0.9325127363442653,19,37371061.0,37393066.0,19q13.12,False,31.679216,7715
KIF17,57576,-0.005005294765560553,0.9318974011637877,1,20664011.0,20718018.0,1p36.12,False,,7716
FXYD3,5349,-0.005012850283863113,0.9317948492271755,19,35115521.0,35125653.0,19q13.12,False,29.423676,7717
C8ORF58,541565,-0.005039294597922517,0.9314359263303407,8,22599588.0,22604271.0,8p21.3,False,,7718
GLIS3,169792,-0.005094072105616743,0.9306924873937716,9,3824127.0,4348392.0,9p24.2,False,,7719
CRYBB3,1417,-0.005108356757407728,0.9304986263280945,22,25199858.0,25207359.0,22q11.23,False,,7720
NARS1,4677,-0.00512759971808463,0.9302374811318942,18,57589520.0,57622213.0,18q21.31,False,,7721
THNSL2,55258,-0.005154988471931743,0.9298658027034179,2,88170295.0,88189578.0,2p11.2,False,,7722
MYL11,29895,-0.005213661793750823,0.9290696291179935,16,30370332.0,30377991.0,16p11.2,False,,7723
SPIN2A,54466,-0.005281661458474751,0.928146989191049,X,57129745.0,57137679.0,Xp11.21,False,,7724
DUS4L,11062,-0.005295237780424733,0.9279627930353881,7,107563484.0,107579483.0,7q22.3,False,,7725
COPS7A,50813,-0.005323216809139275,0.9275832009073598,12,6724014.0,6732462.0,12p13.31,False,,7726
PLEKHF1,79156,-0.005343876429498184,0.9273029218793405,19,29665398.0,29675497.0,19q12,False,23.973553,7727
SIGLEC1,6614,-0.005388737319420134,0.9266943469351563,20,3686970.0,3712647.0,20p13,False,,7728
UBQLN1,29979,-0.005394403958147054,0.9266174773381617,9,83657386.0,83708232.0,9q21.32,False,,7729
FAM89B,23625,-0.005413292753903676,0.9263612502740748,11,65572349.0,65574199.0,11q13.1,False,,7730
TDP1,55775,-0.00548365351809732,0.9254068715348525,14,89954939.0,90044820.0,14q32.11,False,,7731
SIN3B,23309,-0.0054992367745965165,0.9251955134590409,19,16829387.0,16880355.0,19p13.11,False,11.137542,7732
CKMT1A,548596,-0.005520486669822633,0.9249073063687875,15,43692886.0,43702501.0,15q15.3,False,,7733
PI4KB,5298,-0.00553134772738284,0.9247600043066625,1,151291792.0,151328394.0,1q21.3,False,,7734
KIF6,221458,-0.0055546045571581715,0.9244445943985912,6,39329990.0,39725441.0,6p21.2,False,,7735
NR5A2,2494,-0.005570069758683793,0.9242348613532381,1,200027575.0,200177420.0,1q32.1,False,,7736
C3AR1,719,-0.005579514156562215,0.9241067826800373,12,8056844.0,8066440.0,12p13.31,False,,7737
DPEP2,64174,-0.005588014114652706,0.9239915135474859,16,67987392.0,68000624.0,16q22.1,False,,7738
LINC00922,283867,-0.005622132001988023,0.9235288520592662,16,65284493.0,65576352.0,16q21,False,,7739
NOL8,55035,-0.005632875004574656,0.9233831750426783,9,92297358.0,92325636.0,9q22.31,False,,7740
SHANK3,85358,-0.00563901386319543,0.9232999321805065,22,50674408.0,50733212.0,22q13.33,False,,7741
OCLNP1,647859,-0.005644798556895925,0.923221492555977,5,71074225.0,71093193.0,5q13.2,False,,7742
PCDHA4,56144,-0.005657902658952274,0.9230438055429169,5,140807037.0,141012347.0,5q31.3,False,,7743
DMXL2,23312,-0.005663923462599696,0.9229621668443488,15,51447711.0,51622981.0,15q21.2,False,,7744
PTGDR2,11251,-0.005720117629975485,0.9222002447051811,11,60850933.0,60855987.0,11q12.2,False,,7745
H4C9,8294,-0.005759429936144089,0.9216672615249772,6,27139282.0,27140640.0,6p22.1,False,,7746
SSR3,6747,-0.005797679747551188,0.9211487168835683,3,156480877.0,156559474.0,3q25.31,False,,7747
WDR97,340390,-0.005817985202989595,0.9208734536352872,8,144107726.0,144118328.0,8q24.3,False,,7748
AQP9,366,-0.0058273115458944424,0.9207470277437813,15,58138169.0,58185915.0,15q21.3,False,,7749
SULT4A1,25830,-0.005843485077261068,0.9205277875691803,22,43824507.0,43862545.0,22q13.31,False,,7750
CDCA8,55143,-0.00585481835471513,0.9203741629972526,1,37692473.0,37709719.0,1p34.3,False,,7751
TTLL3,26140,-0.0058581238939725555,0.9203293563868733,3,9808086.0,9856087.0,3p25.3,False,,7752
NR1I2,8856,-0.005859540553654119,0.9203101536311177,3,119780484.0,119818718.0,3q13.33,False,,7753
ZNF501,115560,-0.005889290406970948,0.9199069064524722,3,44729593.0,44738101.0,3p21.31,False,,7754
CRK,1398,-0.00591573472103013,0.9195484817133122,17,1420689.0,1463162.0,17p13.3,False,,7755
ALDH1A1,216,-0.0060408729929177785,0.9178525863980327,9,72887945.0,73080453.0,9q21.13,False,,7756
DLAT,1737,-0.006089983861885084,0.9171871286367688,11,112025033.0,112064404.0,11q23.1,False,,7757
TXNDC11,51061,-0.006114539296368848,0.9168544213713447,16,11679073.0,11743703.0,16p13.13,False,,7758
CLASRP,11129,-0.006134844751807034,0.9165793089961289,19,45039042.0,45070956.0,19q13.32,False,39.347197,7759
CDKN2A-AS1,51198,-0.006161525175813365,0.9162178392454127,9,21959833.0,21967755.0,9p21.3,False,,7760
KRTAP5-2,440021,-0.006211934649488882,0.915534932433967,11,1597177.0,1598294.0,11p15.5,False,,7761
CRABP1,1381,-0.006223267926942944,0.9153814068707308,15,78340260.0,78348250.0,15q25.1,False,,7762
TAS2R20,259295,-0.006255142769782118,0.9149496330780303,12,10995961.0,10998304.0,12p13.2,False,,7763
ZNF558,148156,-0.006267066322103609,0.9147881241061039,19,8806170.0,8832319.0,19p13.2,False,3.114325,7764
DLST,1743,-0.006268010761891318,0.9147753314656413,14,74881891.0,74903966.0,14q24.3,False,,7765
PADI2,11240,-0.006270844081254889,0.9147369536763335,1,17066761.0,17119459.0,1p36.13,False,,7766
P2RX1,5023,-0.006281587083841522,0.914591439689123,17,3896592.0,3916580.0,17p13.2,False,,7767
PITPNM1,9600,-0.006334593766933461,0.9138735058644808,11,67491075.0,67506263.0,11q13.2,False,,7768
SGTB,54557,-0.006343565944917806,0.9137519916738494,5,65665928.0,65723035.0,5q12.3,False,,7769
TNFSF12,8742,-0.006352065903008297,0.9136368748171406,17,7548508.0,7557890.0,17p13.1,False,,7770
BRIX1,55299,-0.006417232248368876,0.9127543723080713,5,34915273.0,34926622.0,5p13.2,False,,7771
SELENOF,9403,-0.00647012087648724,0.9120382170147894,1,86861214.0,86914424.0,1p22.3,False,,7772
EMC1,23065,-0.006484287473304873,0.9118464017478106,1,19215660.0,19251552.0,1p36.13,False,,7773
FAM219B,57184,-0.0065655092950582805,0.9107467598546011,15,74892175.0,74907331.0,15q24.1,False,,7774
FER1L4,80307,-0.0065692870542095605,0.9106956178425065,20,35558866.0,35607494.0,20q11.22,False,,7775
SLC25A5-AS1,100303728,-0.0065891202897541135,0.910427128322906,X,119465986.0,119469783.0,Xq24,False,,7776
RELT,84957,-0.0065985646876325355,0.910299279745465,11,73376325.0,73397474.0,11q13.4,False,,7777
MSMP,692094,-0.0066004535672081754,0.910273710307022,9,35752990.0,35756613.0,9p13.3,False,,7778
SFTPA2,729238,-0.006646849171785263,0.9096456900662191,10,79555761.0,79611921.0,10q22.3,False,,7779
KIF12,113220,-0.0066583005042128995,0.9094906911529753,9,114086126.0,114099370.0,9q32,False,,7780
IL26,55801,-0.006687932302555932,0.9090896274138771,12,68201349.0,68225813.0,12q15,False,,7781
HECTD2-AS1,100188947,-0.006729133488300176,0.9085320113796415,10,91306956.0,91613791.0,10q23.32,False,,7782
CLEC6A,93978,-0.006733265412371958,0.9084760924700025,12,8455950.0,8479779.0,12p13.31,False,,7783
CELF4,56853,-0.006770098564097271,0.9079776353013508,18,37243040.0,37565994.0,18q12.2,False,,7784
TTBK1,84630,-0.006804688671326664,0.9075095657132686,6,43243481.0,43288258.0,6p21.1,False,,7785
PLPP4,196051,-0.006841757932999126,0.9070079839470231,10,120456898.0,120592065.0,10q26.12,False,,7786
HOXC10,3226,-0.006851674550771403,0.9068738090840476,12,53985065.0,53990279.0,12q13.13,False,,7787
AKIRIN2,55122,-0.006870209181607523,0.906623036967527,6,87674860.0,87702275.0,6q15,False,,7788
PRPS2,5634,-0.006899368760056701,0.9062285288893933,X,12791355.0,12825558.0,Xp22.2,False,,7789
FREM1,158326,-0.006954264322724502,0.9054858940258773,9,14734671.0,14910995.0,9p22.3,False,,7790
HRG,3273,-0.006957215697061425,0.9054459697436518,3,186660216.0,186678452.0,3q27.3,False,,7791
IFI27L2,83982,-0.006968785084462414,0.9052894688504849,14,94125580.0,94130253.0,14q32.12,False,,7792
CAMKK2,10645,-0.006985312780749542,0.9050659024950987,12,121217103.0,121298308.0,12q24.31,False,,7793
CROCCP2,84809,-0.006986729440431327,0.9050467400128468,1,16618969.0,16657232.0,1p36.13,False,,7794
EIF4ENIF1,56478,-0.006997118278097458,0.9049062168233206,22,31436977.0,31497047.0,22q12.2,False,,7795
L1CAM,3897,-0.007030173670671491,0.904459117313801,X,153861511.0,153886204.0,Xq28,False,,7796
MAP4K2,5871,-0.007030527835591993,0.9044543271248086,11,64784918.0,64803245.0,11q13.1,False,,7797
PLIN1,5346,-0.007056381874783746,0.9041046526828471,15,89664365.0,89679466.0,15q26.1,False,,7798
LINC00924,145820,-0.007079284539638797,0.9037949108655767,15,95296424.0,95615635.0,15q26.2,False,,7799
MVK,4598,-0.00711233993221283,0.9033478865115694,12,109573255.0,109600609.0,12q24.11,False,,7800
LRMDA,83938,-0.0071156454714702555,0.9033031857502986,10,75431446.0,76560168.0,10q22.2,False,,7801
TUBB8,347688,-0.007120957945276896,0.9032313458798882,10,46888.0,74163.0,10p15.3,False,,7802
PRAP1,118471,-0.007135832871935088,0.9030301984374011,10,133347147.0,133354013.0,10q26.3,False,,7803
OXER1,165140,-0.007145395324786863,0.9029008926360257,2,42762499.0,42764135.0,2p21,False,,7804
MCHR1,2847,-0.007202651986924158,0.9021267079169211,22,40679273.0,40682812.0,22q13.2,False,,7805
HABP2,3026,-0.007218589408343856,0.9019112296431975,10,113550837.0,113592878.0,10q25.3,False,,7806
CFAP69,79846,-0.007220006068025642,0.9018920763664913,7,90245161.0,90311063.0,7q21.13,False,,7807
OSTCP1,202459,-0.007230512960665347,0.9017500246721714,6,158841117.0,158857632.0,6q25.3,False,,7808
H19,283120,-0.007237950423994333,0.9016494731170399,11,1995165.0,2004552.0,11p15.5,False,,7809
GTPBP8,29083,-0.007287533512855493,0.90097916961111,3,112990909.0,113015877.0,3q13.2,False,,7810
SEMA3E,9723,-0.0072889501725372785,0.9009600191121869,7,83363238.0,83649188.0,7q21.11,False,,7811
GRAMD1B,57476,-0.007292964041635708,0.9009057596768502,11,123358251.0,123627774.0,11q24.1,False,,7812
RPH3AL,9501,-0.007364387300590414,0.8999403381586695,17,210130.0,386376.0,17p13.3,False,,7813
GAS2,2620,-0.007371942818892974,0.8998382195120216,11,22625509.0,22813803.0,11p14.3,False,,7814
CEP164,22897,-0.007377255292699614,0.8997664183263365,11,117314557.0,117413616.0,11q23.3,False,,7815
MAP7D3,79649,-0.007377727512593468,0.8997600360380149,X,136213220.0,136256482.0,Xq26.3,False,,7816
FBXO6,26270,-0.007407949585804152,0.8993515830278322,1,11664141.0,11674354.0,1p36.22,False,,7817
AKT1,207,-0.007422116182621563,0.8991601298018694,14,104769348.0,104799934.0,14q32.33,False,,7818
MYCNOS,10408,-0.007443366077847902,0.8988729609128682,2,15918350.0,15943052.0,2p24.3,False,,7819
ZNF286A,57335,-0.007502393564587262,0.8980753387858803,17,15699577.0,15720787.0,17p12,False,,7820
TUBA4B,80086,-0.0075091226980756876,0.8979844163528269,2,219253243.0,219272197.0,2q35,False,,7821
SIGLEC14,100049587,-0.007515615721616964,0.8978966854438196,19,51639478.0,51646825.0,19q13.41,False,45.947633,7822
SORBS2,8470,-0.007537810056631011,0.8975968146273021,4,185585444.0,185956721.0,4q35.1,False,,7823
POFUT1,23509,-0.007540171156100506,0.8975649143321794,20,32207844.0,32238658.0,20q11.21,False,,7824
NRAD1,121838,-0.007571455724072473,0.8971422509895134,13,43908669.0,44042929.0,13q14.11,False,,7825
GPR45,11250,-0.007579719572216037,0.8970306089117378,2,105241743.0,105243467.0,2q12.1,False,,7826
C2CD4C,126567,-0.007645476192443823,0.89614232940262,19,405443.0,409214.0,19p13.3,True,-5.286402,7827
LYZ,4069,-0.007706392558758823,0.8953195504526712,12,69348381.0,69354237.0,12q15,False,,7828
ADAMTS19,171019,-0.007715836956637245,0.8951919978320333,5,129459682.0,129738829.0,5q23.3,False,,7829
IRF4,3662,-0.007717725836212885,0.895166487631251,6,391739.0,411443.0,6p25.3,False,,7830
P2RY4,5030,-0.00771819805610674,0.8951601100979694,X,70258166.0,70260204.0,Xq13.1,False,,7831
GSTA4,2941,-0.007750781228786918,0.8947200766001188,6,52977948.0,52995359.0,6p12.2,False,,7832
TMEM123,114908,-0.0077771074878727475,0.8943645658214101,11,102396329.0,102470384.0,11q22.2,False,,7833
CLCC1,23155,-0.007793753239133228,0.8941397918678405,1,108881885.0,108963527.0,1p13.3,False,,7834
CLASP2,23122,-0.007814530914465712,0.8938592348296843,3,33496187.0,33718414.0,3p22.3,False,,7835
DRC12,283152,-0.007824447532237766,0.8937253372621381,11,119190055.0,119206266.0,11q23.3,False,,7836
DNAJB1,3337,-0.007846169647357959,0.8934320483621746,19,14513789.0,14560391.0,19p13.12,False,8.821944,7837
BBS1,582,-0.00784711408714589,0.8934192969994191,11,66510606.0,66534660.0,11q13.2,False,,7838
IGDCC3,9543,-0.007847940471960246,0.8934081395795244,15,65327127.0,65378087.0,15q22.31,False,,7839
ZNF700,90592,-0.007855141825342304,0.89331091152315,19,11925064.0,11950774.0,19p13.2,False,6.233219,7840
EPSTI1,94240,-0.007922197050278523,0.8924056516328254,13,42886387.0,42992392.0,13q14.11,False,,7841
BCL2L15,440603,-0.007973787073688676,0.8917092701343536,1,113876816.0,113887588.0,1p13.2,False,,7842
TNFSF9,8744,-0.007978863437548389,0.8916407519507143,19,6530985.0,6535926.0,19p13.3,True,0.83914,7843
SIM2,6493,-0.008049224201741811,0.890691141167563,21,36699104.0,36751135.0,21q22.13,False,,7844
SOX5,6660,-0.00813139046328315,0.8895823972210556,12,23529504.0,24562544.0,12p12.1,False,,7845
JRK,8629,-0.008140362641267496,0.889461340450771,8,142657460.0,142681968.0,8q24.3,False,,7846
C5AR1,728,-0.008194313764147365,0.888733461142944,19,47290023.0,47322075.0,19q13.32,False,41.598178,7847
KCNQ4,9132,-0.008201160952609143,0.8886410892482798,1,40783675.0,40840457.0,1p34.2,False,,7848
PCDHB6,56130,-0.008209306745779132,0.8885312005054673,5,141150057.0,141153287.0,5q31.3,False,,7849
MECP2,4204,-0.008219105308578056,0.8883990183198067,X,154021573.0,154137103.0,Xq28,False,,7850
ERP44,23071,-0.008239646873963391,0.8881219235215116,9,99978911.0,100099052.0,9q31.1,False,,7851
AACS,65985,-0.008260306494322078,0.8878432499433544,12,125065364.0,125144564.0,12q24.31,False,,7852
TRIM37,4591,-0.008269632837226926,0.8877174532445343,17,58982633.0,59106921.0,17q22,False,,7853
PTPRN,5798,-0.008273174486431278,0.8876696830832387,2,219289623.0,219309648.0,2q35,False,,7854
SRSF2,6427,-0.008281556389548417,0.8875566286522432,17,76734115.0,76737919.0,17q25.1,False,,7855
LINC00908,284276,-0.00830646598895246,0.8872206634323075,18,76528580.0,76693637.0,18q23,False,,7856
FOXK1,221937,-0.00831933398106166,0.887047115832976,7,4682240.0,4771442.0,7p22.1,False,,7857
FCRL5,83416,-0.008329250598833937,0.8869133764046055,1,157513377.0,157552515.0,1q23.1,False,,7858
PDE8B,8622,-0.008340111656393923,0.8867669035638314,5,77086732.0,77427124.0,5q13.3,False,,7859
LRP12,29967,-0.008345896350094417,0.8866888924254068,8,104487485.0,104589292.0,8q22.3,False,,7860
CSF3,1440,-0.008363722651089756,0.8864484976264151,17,40015361.0,40017816.0,17q21.1,False,,7861
ZNF542P,147947,-0.008372694829074101,0.8863275081488637,19,56373250.0,56377972.0,19q13.43,False,50.681405,7862
LIG1,3978,-0.00841566683942041,0.8857480688230943,19,48115444.0,48170654.0,19q13.33,False,42.423599,7863
POLR3G,10622,-0.008422277917935261,0.8856589296976753,5,90471748.0,90514559.0,5q14.3,False,,7864
RAB42,115273,-0.008422750137829116,0.8856525626722753,1,28592200.0,28596280.0,1p35.3,False,,7865
PGM5,5239,-0.008503027519794815,0.8845702754501445,9,68328308.0,68535009.0,9q21.11,False,,7866
RYBP,23429,-0.00853608291236907,0.8841246899274485,3,72371825.0,72446621.0,3p13,False,,7867
ZNF133,7692,-0.00854458287045956,0.8840101166808985,20,18288265.0,18316996.0,20p11.23,False,,7868
CD248,57124,-0.008567721645261317,0.8836982350767424,11,66314494.0,66317044.0,11q13.2,False,,7869
CFAP100,348807,-0.00859853399333943,0.8832829511944897,3,126394656.0,126436556.0,3q21.3,False,,7870
ASB16,92591,-0.008608804776031986,0.8831445303189488,17,44170447.0,44179373.0,17q21.31,False,,7871
FBF1,85302,-0.00861116587550148,0.8831127099296522,17,75908212.0,75941140.0,17q25.1,False,,7872
WIF1,11197,-0.008634186595329885,0.8828024709749102,12,65050565.0,65121582.0,12q14.3,False,,7873
HIF3A,64344,-0.008652957336113154,0.8825495201379826,19,46297026.0,46343433.0,19q13.32,False,40.605181,7874
